acType,acClass,EngNumb-FAAWeightClass,ICAO WTC,RECAT 1.5 Wake Category,SRS,LAHSO,NumbEngines,EngType,WTClass
MRJ9,Fixed-wing,2J/L,Medium,D,III,,2,J,L
MRMD,@Fixed-wing,1P/S,Light,F,I,,1,P,S
MRTN,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS1,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS18,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS23,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS25,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS30,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS31,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS73,Fixed-wing,1P/S,Light,F,I,,1,P,S
MS76*,Fixed-wing,2J/S,Light,F,III,,2,J,S
MSAI,Fixed-wing,1P/S,Light,F,I,,1,P,S
MSQ2,Fixed-wing,1P/S,Light,F,I,,1,P,S
MT,Gyrocopter,1P/S,Light,F,I,,1,P,S
MT2*,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
MU2,Fixed-wing,2T/S,Light,F,II,6,2,T,S
MU23,Fixed-wing,1P/S,Light,F,I,,1,P,S
MU30,Fixed-wing,2J/S+,Medium,F,III,7,2,J,S+
MUS2,Fixed-wing,1P/S,Light,F,I,,1,P,S
MVN1,Fixed-wing,1P/S,Light,F,I,,1,P,S
MVRK,Fixed-wing,1P/S,Light,F,I,,1,P,S
MX10,Fixed-wing,1P/S,Light,F,I,,1,P,S
MX1T,Fixed-wing,1P/S,Light,F,I,,1,P,S
MX2,Fixed-wing,1P/S,Light,F,I,,1,P,S
MX65,Fixed-wing,1P/S,Light,F,I,,1,P,S
MX80,Fixed-wing,1P/S,Light,F,I,,1,P,S
MXS,Fixed-wing,1P/S,Light,F,I,,1,P,S
MY12,Fixed-wing,1P/S,Light,F,I,,1,P,S
MY13,Fixed-wing,1P/S,Light,F,I,,1,P,S
MYA4,Fixed-wing,4J/H,Heavy,C,III,,4,J,H
MYS4*,Fixed-wing,1J/S+,Medium,F,III,,1,J,S+
N110,Fixed-wing,1P/S,Light,F,I,,1,P,S
N120,Fixed-wing,1P/S,Light,F,I,,1,P,S
N250,Fixed-wing,2T/L,Medium,D,III,,2,T,L
N260,Fixed-wing,2T/S+,Medium,F,III,,2,T,S+
N262,Fixed-wing,2T/S+,Medium,F,III,,2,T,S+
N3,Fixed-wing,1P/S,Light,F,I,,1,P,S
N320,Fixed-wing,1P/S,Light,F,I,,1,P,S
N340,Fixed-wing,1P/S,Light,F,I,,1,P,S
N3N,Fixed-wing,1P/S,Light,F,I,,1,P,S
N5,Fixed-wing,1P/S,Light,F,I,,1,P,S
NA40,Helicopter,2T/S,Light,F,I,,2,T,S
NAL2,Fixed-wing,1P/S,Light,F,I,,1,P,S
NAVI,Fixed-wing,1P/S,Light,F,I,2,1,P,S
NC85,Fixed-wing,1P/S,Light,F,I,,1,P,S
ND1T,Fixed-wing,1T/S,Light,F,I,,1,T,S
NDAC,Fixed-wing,1P/S,Light,F,I,,1,P,S
NDAT,Fixed-wing,1P/S,Light,F,I,,1,P,S
NDIC,Fixed-wing,1P/S,Light,F,I,,1,P,S
NG4,Fixed-wing,1P/S,Light,F,I,,1,P,S
NG5,Fixed-wing,1P/S,Light,F,I,,1,P,S
NH90,Helicopter,2T/S+,Medium,F,I,,2,T,S+
NHCO,Fixed-wing,1P/S,Light,F,I,,1,P,S
NI28,Fixed-wing,1P/S,Light,F,I,,1,P,S
NIBB,Fixed-wing,1P/S,Light,F,I,,1,P,S
NIMB,Fixed-wing,1P/S,Light,F,I,,1,P,S
NIPR,Fixed-wing,1P/S,Light,F,I,,1,P,S
NM5,Fixed-wing,1P/S,Light,F,I,,1,P,S
NMCU,Fixed-wing,1P/S,Light,F,I,,1,P,S
NNJA,Fixed-wing,1P/S,Light,F,I,,1,P,S
NOMA,Fixed-wing,2T/S,Light,F,II,2,2,T,S
NORA,Fixed-wing,2P/L,Medium,D,III,,2,P,L
NORS,Fixed-wing,1P/S,Light,F,I,2,1,P,S
NPOR,Fixed-wing,1P/S,Light,F,I,,1,P,S
NSTR,Fixed-wing,1P/S,Light,F,I,,1,P,S
NT10,Fixed-wing,1P/S,Light,F,I,,1,P,S
NXT,Fixed-wing,1P/S,Light,F,I,,1,P,S
O1,Fixed-wing,1P/S,Light,F,I,,1,P,S
O3,Fixed-wing,1P/S,Light,F,I,,1,P,S
OH1,Helicopter,2T/S,Light,F,I,,2,T,S
OKHO,Gyrocopter,1P/S,Light,F,I,,1,P,S
OM1,Fixed-wing,1P/S,Light,F,I,,1,P,S
OMAG,Fixed-wing,1P/S,Light,F,I,,1,P,S
OMGA,Fixed-wing,1P/S,Light,F,I,,1,P,S
OMLA,Fixed-wing,1T/S,Light,F,I,,1,T,S
ONE,Fixed-wing,1P/S,Light,F,I,,1,P,S
ONEX,Fixed-wing,1P/S,Light,F,I,,1,P,S
OPCA,Fixed-wing,1P/S,Light,F,I,,1,P,S
OR10,@Fixed-wing,1P/S,Light,F,I,,1,P,S
OR12,@Fixed-wing,2P/S,Light,F,II,,2,P,S
OSCR,Fixed-wing,1P/S,Light,F,I,2,1,P,S
OUDE,Fixed-wing,1P/S,Light,F,I,,1,P,S
OVOD,Fixed-wing,1P/S,Light,F,I,,1,P,S
OZZI,Fixed-wing,1P/S,Light,F,I,,1,P,S
P06T,Fixed-wing,2P/S,Light,F,II,,2,P,S
P1,Fixed-wing,4J/L,Medium,D,III,,4,J,L
P100,Fixed-wing,1P/S,Light,F,I,,1,P,S
P130,Fixed-wing,1P/S,Light,F,I,,1,P,S
P136,@Fixed-wing,2P/S,Light,F,II,4,2,P,S
P148,Fixed-wing,1P/S,Light,F,I,,1,P,S
P149,Fixed-wing,1P/S,Light,F,I,,1,P,S
P180,Fixed-wing,2T/S,Light,F,II,1,2,T,S
P18T,Fixed-wing,1T/S,Light,F,I,,1,T,S
P19,Fixed-wing,1P/S,Light,F,I,,1,P,S
P2,Fixed-wing,2P/L,Medium,D,III,,2,P,L
P208,Fixed-wing,1P/S,Light,F,I,,1,P,S
P210,Fixed-wing,1P/S,Light,F,I,2,1,P,S
P212,Fixed-wing,2P/S,Light,F,II,,2,P,S
P220,Fixed-wing,1P/S,Light,F,I,,1,P,S
P230,Fixed-wing,1P/S,Light,F,I,,1,P,S
P27,Fixed-wing,1P/S,Light,F,I,,1,P,S
P270,Fixed-wing,1P/S,Light,F,I,,1,P,S
P28A,Fixed-wing,1P/S,Light,F,I,1,1,P,S
P28B,Fixed-wing,1P/S,Light,F,I,3,1,P,S
P28R,Fixed-wing,1P/S,Light,F,I,3,1,P,S
P28S,Fixed-wing,1P/S,Light,F,I,,1,P,S
P28T,Fixed-wing,1P/S,Light,F,I,2,1,P,S
P28U,Fixed-wing,1P/S,Light,F,I,,1,P,S
P3,Fixed-wing,4T/L,Medium,D,III,,4,T,L
P32R,Fixed-wing,1P/S,Light,F,I,3,1,P,S
P32T,Fixed-wing,1P/S,Light,F,I,,1,P,S
P337,Fixed-wing,2P/S,Light,F,II,3,2,P,S
P38,Fixed-wing,2P/S+,Medium,F,III,,2,P,S+
P39,Fixed-wing,1P/S,Light,F,I,,1,P,S
P40,Fixed-wing,1P/S,Light,F,I,,1,P,S
P46T,Fixed-wing,1T/S,Light,F,I,4,1,T,S
P47,Fixed-wing,1P/S+,Medium,F,III,,1,P,S+
P4Y,Fixed-wing,4P/L,Medium,D,III,,4,P,L
P50,Fixed-wing,1P/S,Light,F,I,,1,P,S
P51,Fixed-wing,1P/S,Light,F,I,,1,P,S
P57,Fixed-wing,1P/S,Light,F,I,,1,P,S
P60,Fixed-wing,1P/S,Light,F,I,,1,P,S
P61,Fixed-wing,2P/S+,Medium,F,III,,2,P,S+
P63,Fixed-wing,1P/S,Light,F,I,,1,P,S
P66P,Fixed-wing,2P/S,Light,F,II,3,2,P,S
P66T,Fixed-wing,2T/S,Light,F,II,,2,T,S
P68,Fixed-wing,2P/S,Light,F,II,3,2,P,S
P68T,Fixed-wing,2T/S,Light,F,II,3,2,T,S
P70,Fixed-wing,1P/S,Light,F,I,,1,P,S
P750,Fixed-wing,1T/S,Light,F,I,,1,T,S
P8,Fixed-wing,2J/L,Medium,D,III,,2,J,L
P80,Fixed-wing,1P/S,Light,F,I,,1,P,S
P82,Fixed-wing,2P/S+,Medium,F,III,,2,P,S+
PA11,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA12,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA14,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA15,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA16,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA17,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA18,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA20,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA22,Fixed-wing,1P/S,Light,F,I,2,1,P,S
PA23,Fixed-wing,2P/S,Light,F,II,2,2,P,S
PA24,Fixed-wing,1P/S,Light,F,I,4,1,P,S
PA25,Fixed-wing,1P/S,Light,F,I,1,1,P,S
PA27,Fixed-wing,2P/S,Light,F,II,3,2,P,S
PA30,Fixed-wing,2P/S,Light,F,II,1,2,P,S
PA31,Fixed-wing,2P/S,Light,F,II,2,2,P,S
PA32,Fixed-wing,1P/S,Light,F,I,3,1,P,S
PA34,Fixed-wing,2P/S,Light,F,II,7,2,P,S
PA36,Fixed-wing,1P/S,Light,F,I,2,1,P,S
PA38,Fixed-wing,1P/S,Light,F,I,3,1,P,S
PA44,Fixed-wing,2P/S,Light,F,II,2,2,P,S
PA46,Fixed-wing,1P/S,Light,F,I,4,1,P,S
PA47,Fixed-wing,1J/S,Light,F,III,,1,J,S
PAGO,Fixed-wing,1P/S,Light,F,I,,1,P,S
PANT,Fixed-wing,1P/S,Light,F,I,,1,P,S
PAR1,Fixed-wing,1P/S,Light,F,I,,1,P,S
PAR4,Fixed-wing,1P/S,Light,F,I,,1,P,S
PARL,Fixed-wing,1P/S,Light,F,I,,1,P,S
PAT2,Fixed-wing,1P/S,Light,F,I,,1,P,S
PAT4,Fixed-wing,2T/S,Light,F,II,,2,T,S
PAUL,Fixed-wing,1P/S,Light,F,I,,1,P,S
PAV4,Gyrocopter,1P/S,Light,F,I,,1,P,S
PAY1,Fixed-wing,2T/S,Light,F,II,5,2,T,S
PAY2,Fixed-wing,2T/S,Light,F,II,2,2,T,S
PAY3,Fixed-wing,2T/S,Light,F,II,8,2,T,S
PAY4,Fixed-wing,2T/S,Light,F,II,4,2,T,S
PC12,Fixed-wing,1T/S,Light,F,I,4,1,T,S
PC21,Fixed-wing,1T/S,Light,F,I,,1,T,S
PC24,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
PC6P,Fixed-wing,1P/S,Light,F,I,,1,P,S
PC6T,Fixed-wing,1T/S,Light,F,I,,1,T,S
PC7,Fixed-wing,1T/S,Light,F,I,1,1,T,S
PC9,Fixed-wing,1T/S,Light,F,I,,1,T,S
PCA2,Gyrocopter,1P/S,Light,F,I,,1,P,S
PDIG,Fixed-wing,2P/S,Light,F,II,,2,P,S
PECR,Fixed-wing,1P/S,Light,F,I,,1,P,S
PEGA,Fixed-wing,2P/S,Light,F,II,,2,P,S
PEGZ,Fixed-wing,1P/S,Light,F,I,,1,P,S
PELI,Fixed-wing,1P/S,Light,F,I,,1,P,S
PEMB,Fixed-wing,2P/S+,Light,F,III,,2,P,S+
PETL,Fixed-wing,1P/S,Light,F,I,,1,P,S
PETR,@Fixed-wing,1P/S,Light,F,I,,1,P,S
PGEE,Fixed-wing,1P/S,Light,F,I,,1,P,S
PGK1,Fixed-wing,1P/S,Light,F,I,,1,P,S
PHIL,Helicopter,1P/S,Light,F,I,,1,P,S
PHIX,Gyrocopter,1P/S,Light,F,I,,1,P,S
PHNX,Fixed-wing,1P/S,Light,F,I,,1,P,S
PIAE,Fixed-wing,1E/S,Light,F,I,,1,E,S
PIAT,Fixed-wing,1P/S,Light,F,I,,1,P,S
PICO,Fixed-wing,1P/S,Light,F,I,,1,P,S
PILL,Fixed-wing,1P/S,Light,F,I,,1,P,S
PINO,Fixed-wing,1P/S,Light,F,I,,1,P,S
PIPA,Fixed-wing,1P/S,Light,F,I,,1,P,S
PISI,Fixed-wing,1P/S,Light,F,I,,1,P,S
PIT4,Fixed-wing,1E/S,Light,F,I,,1,E,S
PITA,Fixed-wing,1P/S,Light,F,I,,1,P,S
PITE,Fixed-wing,1E/S,Light,F,I,,1,E,S
PIVI,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK11,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK15,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK18,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK19,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK20,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK21,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK23,Fixed-wing,1P/S,Light,F,I,,1,P,S
PK25,Fixed-wing,1P/S,Light,F,I,,1,P,S
PKAN,Fixed-wing,1P/S,Light,F,I,,1,P,S
PL1,Fixed-wing,1P/S,Light,F,I,,1,P,S
PL12,Fixed-wing,1P/S,Light,F,I,,1,P,S
PL2,Fixed-wing,1P/S,Light,F,I,,1,P,S
PL4,Fixed-wing,1P/S,Light,F,I,,1,P,S
PL9,Fixed-wing,1P/S,Light,F,I,,1,P,S
PLUS,Fixed-wing,1P/S,Light,F,I,,1,P,S
PNR2,Fixed-wing,1P/S,Light,F,I,,1,P,S
PNR3,Fixed-wing,1P/S,Light,F,I,,1,P,S
PNR4,Fixed-wing,1P/S,Light,F,I,,1,P,S
PO2,Fixed-wing,1P/S,Light,F,I,,1,P,S
PO60,Fixed-wing,1P/S,Light,F,I,,1,P,S
POLI,Fixed-wing,1P/S,Light,F,I,,1,P,S
PONY,@Fixed-wing,1P/S,Light,F,I,,1,P,S
PP2,Fixed-wing,1P/S,Light,F,I,,1,P,S
PP3,Fixed-wing,1P/S,Light,F,I,,1,P,S
PPRO,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRBP,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRBR,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRCE,Fixed-wing,2P/S,Light,F,II,,2,P,S
PREN,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRET,Fixed-wing,1P/S,Light,F,I,,1,P,S
PREX,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRM1,Fixed-wing,2J/S+,Light,F,III,7,2,J,S+
PROC,Fixed-wing,1P/S,Light,F,I,,1,P,S
PROT,Fixed-wing,1P/S,Light,F,I,,1,P,S
PROW,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRPR,Fixed-wing,1P/S,Light,F,I,,1,P,S
PRTS,Fixed-wing,2J/S,Light,F,III,,2,J,S
PRXT,Fixed-wing,1T/S,Light,F,I,,1,T,S
PSTM,Fixed-wing,1P/S,Light,F,I,,1,P,S
PSW4,Helicopter,1T/S,Light,F,I,,1,T,S
PT21,Fixed-wing,1P/S,Light,F,I,,1,P,S
PT22,Fixed-wing,1P/S,Light,F,I,,1,P,S
PT70,Fixed-wing,1P/S,Light,F,I,,1,P,S
PT80,Fixed-wing,1P/S,Light,F,I,,1,P,S
PTMS,Fixed-wing,1P/S,Light,F,I,,1,P,S
PTRL,Fixed-wing,1P/S,Light,F,I,,1,P,S
PTS1,Fixed-wing,1P/S,Light,F,I,,1,P,S
PTS2,Fixed-wing,1P/S,Light,F,I,,1,P,S
PTSS,Fixed-wing,1P/S,Light,F,I,,1,P,S
PUL6,Fixed-wing,1P/S,Light,F,I,,1,P,S
PULS,Fixed-wing,1P/S,Light,F,I,,1,P,S
PUMA,Helicopter,2T/S+,Light,F,I,,2,T,S+
PUP,Fixed-wing,1P/S,Light,F,I,2,1,P,S
PURS,Fixed-wing,1P/S,Light,F,I,,1,P,S
PUSH,Fixed-wing,1P/S,Light,F,I,,1,P,S
PW4,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ01,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ02,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ04,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ05,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ06,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ12,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ26,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ3T,Fixed-wing,1T/S,Light,F,I,,1,T,S
PZ4M,Fixed-wing,1P/S,Light,F,I,,1,P,S
PZ6T,Fixed-wing,1T/S,Light,F,I,,1,T,S
Q1,Piloted,1P/NOWGT,Light,NOWGT,I,,1,P,NOWGT
Q4,Piloted Fixed-,1J/NOWGT,Medium,NOWGT,III,,1,J,NOWGT
Q5*,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
Q7,Piloted Fixed-,1P/NOWGT,Light,NOWGT,I,,1,P,NOWGT
Q9,Piloted Fixed-,1T/NOWGT,Light,NOWGT,I,,1,T,NOWGT
QAIL,Fixed-wing,1P/S,Light,F,I,,1,P,S
QALT,Fixed-wing,1P/S,Light,F,I,,1,P,S
QEST,Fixed-wing,1P/S,Light,F,I,,1,P,S
QIC2,Fixed-wing,1P/S,Light,F,I,,1,P,S
QR01,Fixed-wing,1P/S,Light,F,I,,1,P,S
QUAS,Fixed-wing,1P/S,Light,F,I,,1,P,S
QUIC,Fixed-wing,1P/S,Light,F,I,,1,P,S
R100,Fixed-wing,1P/S,Light,F,I,,1,P,S
R109,Fixed-wing,1P/S,Light,F,I,,1,P,S
R11,Fixed-wing,1P/S,Light,F,I,,1,P,S
R135,Fixed-wing,4J/H,Heavy,C,III,,4,J,H
R185,Fixed-wing,1P/S,Light,F,I,,1,P,S
R2,$Fixed-wing,1P/S,Light,F,I,,1,P,S
R200,Fixed-wing,1P/S,Light,F,I,,1,P,S
R22,Helicopter,1P/S,Light,F,I,,1,P,S
R300,Fixed-wing,1P/S,Light,F,I,,1,P,S
R4,Helicopter,1P/S,Light,F,I,,1,P,S
R44,Helicopter,1P/S,Light,F,I,,1,P,S
R66,Helicopter,1T/S,Light,F,I,,1,T,S
R721,Fixed-wing,3J/L,Medium,D,III,,3,J,L
R722,Fixed-wing,3J/L,Medium,D,III,,3,J,L
R90F,Fixed-wing,1P/S,Light,F,I,,1,P,S
R90R,Fixed-wing,1P/S,Light,F,I,,1,P,S
R90T,Fixed-wing,1T/S,Light,F,I,,1,T,S
RA14,Fixed-wing,1P/S,Light,F,I,,1,P,S
RA17,Fixed-wing,1P/S,Light,F,I,,1,P,S
RAF2,Gyrocopter,1P/S,Light,F,I,,1,P,S
RAID,Fixed-wing,1P/S,Light,F,I,,1,P,S
RAIL,Fixed-wing,1P/S,Light,F,I,,1,P,S
RALL,Fixed-wing,1P/S,Light,F,I,3,1,P,S
RANG,Fixed-wing,1P/S,Light,F,I,1,1,P,S
RARO,Fixed-wing,1P/S,Light,F,I,,1,P,S
RAV3,Fixed-wing,1P/S,Light,F,I,,1,P,S
RAV5,Fixed-wing,1P/S,Light,F,I,,1,P,S
RAZM,Fixed-wing,1P/S,Light,F,I,,1,P,S
RBEL,Fixed-wing,1P/S,Light,F,I,,1,P,S
RC3,@Fixed-wing,1P/S,Light,F,I,,1,P,S
RC70,Fixed-wing,2P/S,Light,F,II,,2,P,S
RD03,Fixed-wing,1P/S,Light,F,I,,1,P,S
RD20,Fixed-wing,1P/S,Light,F,I,,1,P,S
RDH2,Fixed-wing,1P/S,Light,F,I,,1,P,S
RELI,Fixed-wing,1P/S,Light,F,I,3,1,P,S
RENE,Fixed-wing,1P/S,Light,F,I,,1,P,S
REV6,Gyrocopter,1T/S,Light,F,I,,1,T,S
RF10,Fixed-wing,1P/S,Light,F,I,,1,P,S
RF3,Fixed-wing,1P/S,Light,F,I,,1,P,S
RF4,Fixed-wing,1P/S,Light,F,I,,1,P,S
RF47,Fixed-wing,1P/S,Light,F,I,,1,P,S
RF5,Fixed-wing,1P/S,Light,F,I,,1,P,S
RF6,Fixed-wing,1P/S,Light,F,I,,1,P,S
RF9,Fixed-wing,1P/S,Light,F,I,,1,P,S
RFAL*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
RGNT,Fixed-wing,1P/S,Light,F,I,,1,P,S
RJ03,Fixed-wing,1P/S,Light,F,I,,1,P,S
RJ1H,Fixed-wing,4J/L,Medium,E,III,7,4,J,L
RJ70,Fixed-wing,4J/L,Medium,E,III,7,4,J,L
RJ85,Fixed-wing,4J/L,Medium,E,III,7,4,J,L
RK5,Fixed-wing,1P/S,Light,F,I,,1,P,S
RLU1,Fixed-wing,1P/S,Light,F,I,,1,P,S
RMOU,Helicopter,1T/S,Light,F,I,,1,T,S
RNGR,Fixed-wing,1P/S,Light,F,I,,1,P,S
ROAR,Fixed-wing,1R/S,Light,F,III,,1,R,S
RODS,Fixed-wing,1P/S,Light,F,I,,1,P,S
ROND,Fixed-wing,1P/S,Light,F,I,,1,P,S
ROSE,Fixed-wing,1P/S,Light,F,I,,1,P,S
RP1,Helicopter,2T/S,Light,F,I,,2,T,S
RPUP,Gyrocopter,1P/S,Light,F,I,,1,P,S
RS12,Fixed-wing,1P/S,Light,F,I,,1,P,S
RS18,Fixed-wing,1P/S,Light,F,I,,1,P,S
RTA4,Fixed-wing,1P/S,Light,F,I,,1,P,S
RUBI,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV10,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV12,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV14,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV3,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV4,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV4T,Fixed-wing,1T/S,Light,F,I,,1,T,S
RV6,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV7,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV8,Fixed-wing,1P/S,Light,F,I,,1,P,S
RV9,Fixed-wing,1P/S,Light,F,I,,1,P,S
RVAL,Helicopter,2T/S+,Medium,F,I,,2,T,S+
RW19,Fixed-wing,1P/S,Light,F,I,,1,P,S
RW20,Fixed-wing,1P/S,Light,F,I,,1,P,S
RW22,Fixed-wing,1P/S,Light,F,I,,1,P,S
RW26,Fixed-wing,1P/S,Light,F,I,,1,P,S
RW3,Fixed-wing,1P/S,Light,F,I,,1,P,S
RYST,Fixed-wing,1P/S,Light,F,I,,1,P,S
S05F,Fixed-wing,1P/S,Light,F,I,,1,P,S
S05R,Fixed-wing,1P/S,Light,F,I,,1,P,S
S1,Fixed-wing,1P/S,Light,F,I,,1,P,S
S10,Fixed-wing,1P/S,Light,F,I,,1,P,S
S107,$Fixed-wing,1P/S,Light,F,I,,1,P,S
S108,Fixed-wing,1P/S,Light,F,I,2,1,P,S
S10S,Fixed-wing,1P/S,Light,F,I,,1,P,S
S11,Fixed-wing,1P/S,Light,F,I,,1,P,S
S12,@Fixed-wing,1P/S,Light,F,I,,1,P,S
S200,Fixed-wing,1J/S,Light,F,III,,1,J,S
S202,@Fixed-wing,2P/S,Light,F,II,,2,P,S
S208,Fixed-wing,1P/S,Light,F,I,,1,P,S
S21,Fixed-wing,1P/S,Light,F,I,,1,P,S
S210,Fixed-wing,2J/L,Medium,D,III,8,2,J,L
S211*,Fixed-wing,1J/S,Light,F,III,,1,J,S
S223,Fixed-wing,1P/S,Light,F,I,,1,P,S
S22T,Fixed-wing,1P/S,Light,F,I,,1,P,S
S274,Helicopter,1T/S,Light,F,I,,1,T,S
S278,Helicopter,1T/S,Light,F,I,,1,T,S
S285,Helicopter,1T/S,Light,F,I,,1,T,S
S2P,Fixed-wing,2P/S+,Medium,F,III,,2,P,S+
S2T,Fixed-wing,2T/S+,Medium,F,III,,2,T,S+
S3,Fixed-wing,2J/L,Medium,E,III,,2,J,L
S330,Helicopter,1T/S,Light,F,I,,1,T,S
S360,Helicopter,1T/S,Light,F,I,,1,T,S
S37*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
S38,@Fixed-wing,2P/S,Light,F,II,,2,P,S
S39,@Fixed-wing,1P/S,Light,F,I,,1,P,S
S4,Fixed-wing,1P/S,Light,F,I,,1,P,S
S400,$Fixed-wing,2P/S,Light,F,II,,2,P,S
S434,Helicopter,1T/S,Light,F,I,,1,T,S
S45,Fixed-wing,1P/S,Light,F,I,,1,P,S
S450,Fixed-wing,1P/S,Light,F,I,,1,P,S
S51,Helicopter,1P/S,Light,F,I,,1,P,S
S51D,Fixed-wing,1P/S,Light,F,I,,1,P,S
S52,Helicopter,1P/S,Light,F,I,,1,P,S
S55P,Helicopter,1P/S,Light,F,I,,1,P,S
S55T,Helicopter,1T/S,Light,F,I,,1,T,S
S58P,Helicopter,1P/S+,Light,F,I,,1,P,S+
S58T,Helicopter,1T/S+,Light,F,I,,1,T,S+
S6,Fixed-wing,1P/S,Light,F,I,,1,P,S
S601,Fixed-wing,2J/S+,Light,F,III,5,2,J,S+
S61,Helicopter,2T/S+,Medium,F,I,,2,T,S+
S61R,Helicopter,2T/S+,Medium,F,I,,2,T,S+
S62,Helicopter,1T/S,Light,F,I,,1,T,S
S64,Helicopter,2T/L,Medium,E,I,,2,T,L
S65C,Helicopter,2T/S,Light,F,I,,2,T,S
S76,Helicopter,2T/S,Light,F,I,,2,T,S
S900,Fixed-wing,1P/S,Light,F,I,,1,P,S
S92,Helicopter,2T/S+,Medium,F,I,,2,T,S+
SA02,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA03,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA04,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA05,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA10,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA11,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA2,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA20,@Fixed-wing,1P/S,Light,F,I,,1,P,S
SA3,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA30,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA37,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA38,Fixed-wing,2P/S,Light,F,II,,2,P,S
SA50,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA6,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA6E,Fixed-wing,1T/S,Light,F,I,,1,T,S
SA7,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA70,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA75,Fixed-wing,1P/S,Light,F,I,,1,P,S
SA8T,Fixed-wing,2T/S,Light,F,II,,2,T,S
SAB2,Fixed-wing,1P/S,Light,F,I,,1,P,S
SABA,Fixed-wing,1P/S,Light,F,I,,1,P,S
SACE,Fixed-wing,1P/S,Light,F,I,,1,P,S
SACR,Fixed-wing,1P/S,Light,F,I,,1,P,S
SAFF,Fixed-wing,1P/S,Light,F,I,,1,P,S
SAH1,Fixed-wing,1P/S,Light,F,I,,1,P,S
SAKO,Fixed-wing,1P/S,Light,F,I,,1,P,S
SALB,Fixed-wing,1P/S,Light,F,I,,1,P,S
SAM,Fixed-wing,1P/S,Light,F,I,,1,P,S
SAND,$Fixed-wing,4P/L,Medium,D,III,,4,P,L
SAPH,Fixed-wing,1P/S,Light,F,I,,1,P,S
SASH,Fixed-wing,2P/S,Light,F,II,,2,P,S
SASP,Fixed-wing,1P/S,Light,F,I,,1,P,S
SASY,Fixed-wing,1P/S,Light,F,I,,1,P,S
